"Year","Unit","Season","Hunters","Quota","Drawn"
2009,"82","4",86,115,76
2009,"83","2",227,0,0
2009,"83","3",207,0,0
2009,"84","1",28,0,0
2009,"84","2",71,0,0
2009,"84","3",59,0,0
2009,"84","4",42,0,0
2009,"85","1",59,100,100
2009,"85","2",641,40,40
2009,"85","3",307,40,40
2009,"85","4",117,190,172
2009,"851","1",10,5,5
2009,"851","2",75,5,5
2009,"851","3",54,15,15
2009,"851","4",37,0,0
2009,"86","1",102,150,150
2009,"86","2",474,275,275
2009,"86","3",176,275,275
2009,"86","4",72,90,28
2009,"861","1",21,0,0
2009,"861","2",98,0,0
2009,"861","3",41,0,0
2009,"861","4",19,0,0
2009,"9","1",16,80,10
2009,"9","2",36,210,28
2009,"9","3",10,210,28
2009,"9","4",29,0,0
2010,"1","1",12,15,15
2010,"1","2",46,50,18
2010,"1","3",36,30,23
2010,"1","4",27,40,3
2010,"10","1",24,20,20
2010,"10","2",33,40,40
2010,"10","3",61,60,60
2010,"10","4",151,180,127
2010,"104","1",16,30,18
2010,"104","2",9,85,24
2010,"104","3",7,85,24
2010,"104","4",4,0,0
2010,"11","1",724,6750,5875
2010,"11","2",511,500,162
2010,"11","3",851,800,393
2010,"11","4",573,1920,480
2010,"12","1",1584,0,0
2010,"12","2",1279,2800,1495
2010,"12","3",886,2800,1495
2010,"12","4",398,445,445
2010,"128","1",8,0,0
2010,"13","1",337,0,0
2010,"13","2",427,400,105
2010,"13","3",457,400,105
2010,"13","4",166,0,0
2010,"131","1",102,0,0
2010,"131","2",285,300,73
2010,"131","3",197,300,73
2010,"131","4",98,60,18
2010,"133","2",13,0,0
2010,"133","4",5,30,8
2010,"134","2",4,0,0
2010,"134","3",15,0,0
2010,"134","4",5,0,0
2010,"14","1",296,275,208
2010,"14","2",598,300,300
2010,"14","3",325,300,300
2010,"14","4",81,75,75
2010,"140","1",14,0,0
2010,"140","2",59,0,0
2010,"140","3",24,0,0
2010,"140","4",19,0,0
2010,"141","1",11,0,0
2010,"141","2",5,0,0
2010,"141","3",18,0,0
2010,"141","4",2,0,0
2010,"142","2",13,0,0
2010,"142","3",13,0,0
2010,"142","4",13,0,0
2010,"15","1",370,450,267
2010,"15","2",1083,1000,616
2010,"15","3",686,1000,616
2010,"15","4",159,150,100
2010,"16","1",265,0,0
2010,"16","2",335,0,0
2010,"16","3",218,160,18
2010,"16","4",92,125,34
2010,"161","1",216,0,0
2010,"161","2",506,0,0
2010,"161","3",404,260,85
2010,"161","4",162,220,92
2010,"17","1",226,0,0
2010,"17","2",400,0,0
2010,"17","3",404,180,65
2010,"17","4",80,140,35
2010,"171","1",291,0,0
2010,"171","2",426,0,0
2010,"171","3",269,160,20
2010,"171","4",81,110,21
2010,"18","1",853,1100,705
2010,"18","2",990,380,265
2010,"18","3",843,480,186
2010,"18","4",664,1150,228
2010,"181","1",178,0,0
2010,"181","2",324,160,73
2010,"181","3",323,200,83
2010,"181","4",276,160,8
2010,"19","1",105,125,125
2010,"19","2",292,600,318
2010,"19","3",154,600,318
2010,"19","4",60,0,0
2010,"191","1",55,65,28
2010,"191","2",112,355,154
2010,"191","3",89,355,154
2010,"191","4",73,0,0
2010,"2","1",105,125,125
2010,"2","2",74,80,80
2010,"2","3",114,150,150
2010,"2","4",93,125,125
2010,"20","1",17,20,20
2010,"20","2",29,30,30
2010,"20","3",29,30,30
2010,"20","4",39,30,30
2010,"201","1",17,20,20
2010,"201","2",46,55,55
2010,"201","3",28,35,35
2010,"201","4",33,45,45
2010,"21","1",549,1150,1070
2010,"21","2",772,900,407
2010,"21","3",417,900,407
2010,"21","4",186,560,345
2010,"211","1",186,0,0
2010,"211","2",650,0,0
2010,"211","3",743,0,0
2010,"211","4",428,0,0
2010,"214","1",61,0,0
2010,"214","2",436,200,79
2010,"214","3",159,200,79
2010,"214","4",51,50,13
2010,"22","1",326,0,0
2010,"22","2",982,975,648
2010,"22","3",934,975,648
2010,"22","4",290,225,12
2010,"23","1",768,0,0
2010,"23","2",1284,0,0
2010,"23","3",790,0,0
2010,"23","4",269,0,0
2010,"231","1",427,0,0
2010,"231","2",312,250,219
2010,"231","3",176,250,219
2010,"231","4",55,60,56
2010,"24","1",935,0,0
2010,"24","2",871,0,0
2010,"24","3",581,0,0
2010,"24","4",91,0,0
2010,"25","1",135,0,0
2010,"25","2",679,0,0
2010,"25","3",526,0,0
2010,"25","4",56,40,40
2010,"26","1",137,0,0
2010,"26","2",357,0,0
2010,"26","3",380,0,0
2010,"26","4",78,55,55
2010,"27","1",128,175,102
2010,"27","2",394,250,66
2010,"27","3",275,175,45
2010,"27","4",75,125,16
2010,"28","1",571,950,716
2010,"28","2",800,350,350
2010,"28","3",856,450,352
2010,"28","4",437,800,200
2010,"29","1",35,25,25
2010,"29","2",21,60,60
2010,"29","3",24,60,60
2010,"29","4",6,0,0
2010,"3","1",224,1575,1575
2010,"3","2",365,1000,378
2010,"3","3",708,1000,378
2010,"3","4",625,1450,458
2010,"30","1",70,0,0
2010,"30","2",291,0,0
2010,"30","3",311,0,0
2010,"30","4",182,0,0
2010,"301","1",58,0,0
2010,"301","2",254,0,0
2010,"301","3",466,0,0
2010,"301","4",524,0,0
2010,"31","1",97,0,0
2010,"31","2",235,500,71
2010,"31","3",295,500,71
2010,"31","4",80,0,0
2010,"32","1",36,0,0
2010,"32","2",152,250,33
2010,"32","3",149,250,33
2010,"32","4",6,0,0
2010,"33","1",500,0,0
2010,"33","2",1007,1000,335
2010,"33","3",572,1000,335
2010,"33","4",149,115,107
2010,"34","1",269,0,0
2010,"34","2",395,325,140
2010,"34","3",196,325,140
2010,"34","4",26,35,20
2010,"35","1",134,275,275
2010,"35","2",264,225,125
2010,"35","3",309,225,125
2010,"35","4",55,50,50
2010,"36","1",112,0,0
2010,"36","2",582,620,369
2010,"36","3",345,620,369
2010,"36","4",37,50,45
2010,"37","1",242,0,0
2010,"37","2",423,0,0
2010,"37","3",394,0,0
2010,"37","4",218,0,0
2010,"371","1",199,255,183
2010,"371","2",230,70,43
2010,"371","3",177,120,31
2010,"371","4",143,220,29
2010,"38","1",55,70,70
2010,"38","2",258,40,40
2010,"38","3",130,40,40
2010,"38","4",21,30,30
2010,"39","1",83,100,100
2010,"39","2",110,220,205
2010,"39","3",93,220,205
2010,"39","4",39,20,20
2010,"391","1",11,60,49
2010,"391","2",21,60,49
2010,"391","3",7,0,0
2010,"391","4",11,0,0
2010,"4","1",705,0,0
2010,"4","2",992,500,500
2010,"4","3",450,500,500
2010,"4","4",413,250,213
2010,"40","1",66,72,72
2010,"40","2",66,70,70
2010,"40","3",53,70,70
2010,"40","4",46,56,56
2010,"41","1",369,1800,1609
2010,"41","2",295,400,172
2010,"41","3",223,400,172
2010,"41","4",100,400,130
2010,"411","1",59,0,0
2010,"411","2",149,100,36
2010,"411","3",108,100,29
2010,"411","4",41,100,29
2010,"42","1",321,0,0
2010,"42","2",766,300,300
2010,"42","3",770,600,328
2010,"42","4",168,600,328
2010,"421","1",321,0,0
2010,"421","2",866,700,448
2010,"421","3",377,700,448
2010,"421","4",53,0,0
2010,"43","1",360,500,316
2010,"43","2",851,1230,321
2010,"43","3",667,1230,321
2010,"43","4",365,250,86
2010,"44","1",213,650,521
2010,"44","2",532,415,350
2010,"44","3",468,415,350
2010,"44","4",174,190,93
2010,"441","1",195,0,0
2010,"441","2",343,0,0
2010,"441","3",199,0,0
2010,"441","4",199,0,0
2010,"444","1",161,0,0
2010,"444","2",627,505,314
2010,"444","3",350,505,314
2010,"444","4",137,140,60
2010,"45","1",153,0,0
2010,"45","2",529,320,188
2010,"45","3",200,320,188
2010,"45","4",133,130,76
2010,"46","1",46,55,55
2010,"46","2",137,230,209
2010,"46","3",53,230,209
2010,"46","4",11,0,0
2010,"461","1",30,130,53
2010,"461","2",18,130,53
2010,"461","3",16,0,0
2010,"461","4",4,0,0
2010,"47","1",111,0,0
2010,"47","2",250,340,111
2010,"47","3",256,340,111
2010,"47","4",59,55,34
2010,"471","1",76,0,0
2010,"471","2",47,100,3
2010,"471","3",34,100,3
2010,"471","4",19,50,1
2010,"48","1",69,80,80
2010,"48","2",200,330,330
2010,"48","3",84,330,330
2010,"48","4",65,70,70
2010,"481","1",83,90,90
2010,"481","2",282,560,560
2010,"481","3",185,560,560
2010,"481","4",41,0,0
2010,"49","1",76,80,80
2010,"49","2",271,310,310
2010,"49","3",249,310,310
2010,"49","4",205,170,170
2010,"5","1",164,0,0
2010,"5","2",324,200,200
2010,"5","3",160,200,200
2010,"5","4",88,10,10
2010,"50","1",32,35,35
2010,"50","2",250,645,645
2010,"50","3",242,645,645
2010,"50","4",65,0,0
2010,"500","1",60,70,70
2010,"500","2",284,535,535
2010,"500","3",173,535,535
2010,"500","4",17,0,0
2010,"501","1",31,35,35
2010,"501","2",193,395,395
2010,"501","3",131,395,395
2010,"501","4",21,0,0
2010,"51","1",59,70,70
2010,"51","2",107,200,195
2010,"51","3",30,200,195
2010,"51","4",16,0,0
2010,"511","1",65,70,70
2010,"511","2",565,100,100
2010,"511","3",415,100,100
2010,"511","4",87,110,73
2010,"52","1",126,0,0
2010,"52","2",486,275,174
2010,"52","3",248,225,100
2010,"52","4",19,225,100
2010,"521","1",399,0,0
2010,"521","2",817,450,377
2010,"521","3",459,450,377
2010,"521","4",141,0,0
2010,"53","1",310,550,480
2010,"53","2",369,140,130
2010,"53","3",332,175,63
2010,"53","4",78,100,37
2010,"54","1",520,585,404
2010,"54","2",659,200,185
2010,"54","3",654,600,405
2010,"54","4",318,375,170
2010,"55","1",585,680,521
2010,"55","2",894,380,342
2010,"55","3",908,500,500
2010,"55","4",203,245,140
2010,"551","1",194,220,210
2010,"551","2",608,300,256
2010,"551","3",571,350,288
2010,"551","4",93,120,81
2010,"56","1",74,85,85
2010,"56","2",188,200,200
2010,"56","3",137,160,160
2010,"56","4",65,80,50
2010,"561","1",44,50,50
2010,"561","2",107,115,115
2010,"561","3",72,85,81
2010,"561","4",25,40,10
2010,"57","1",81,180,180
2010,"57","2",92,205,205
2010,"57","3",137,205,205
2010,"57","4",108,185,185
2010,"58","1",88,0,0
2010,"58","2",122,0,0
2010,"58","3",88,0,0
2010,"58","4",97,0,0
2010,"581","1",76,100,89
2010,"581","2",419,235,235
2010,"581","3",372,235,235
2010,"581","4",82,105,26
2010,"59","1",91,110,55
2010,"59","2",208,180,49
2010,"59","3",127,180,49
2010,"59","4",51,80,2
2010,"591","2",72,0,0
2010,"6","1",309,2075,827
2010,"6","2",557,1580,375
2010,"6","3",441,225,66
2010,"6","4",136,180,78
2010,"60","1",36,45,44
2010,"60","2",91,10,10
2010,"60","3",108,20,16
2010,"60","4",43,70,65
2010,"61","1",279,290,290
2010,"61","2",447,760,760
2010,"61","3",244,760,760
2010,"61","4",192,200,200
2010,"62","1",615,695,695
2010,"62","2",1753,375,375
2010,"62","3",1187,375,375
2010,"62","4",85,465,465
2010,"63","1",182,0,0
2010,"63","2",317,150,130
2010,"63","3",263,100,100
2010,"63","4",64,90,39
2010,"64","1",201,650,503
2010,"64","2",200,350,124
2010,"64","3",268,400,101
2010,"64","4",60,475,176
2010,"65","1",370,0,0
2010,"65","2",583,0,0
2010,"65","3",454,0,0
2010,"65","4",119,0,0
2010,"66","1",475,530,530
2010,"66","2",444,505,505
2010,"66","3",350,435,435
2010,"66","4",196,230,230
2010,"67","1",393,455,455
2010,"67","2",457,510,510
2010,"67","3",367,425,425
2010,"67","4",298,335,317
2010,"68","1",197,375,375
2010,"68","2",653,210,210
2010,"68","3",737,230,230
2010,"68","4",234,370,175
2010,"681","1",135,0,0
2010,"681","2",455,160,160
2010,"681","3",428,125,125
2010,"681","4",169,115,48
2010,"69","1",32,65,65
2010,"69","2",71,170,170
2010,"69","3",60,120,120
2010,"69","4",49,105,105
2010,"691","2",37,0,0
2010,"691","3",58,0,0
2010,"691","4",8,0,0
2010,"7","1",152,280,278
2010,"7","2",467,1300,853
2010,"7","3",251,1300,853
2010,"7","4",36,0,0
2010,"70","1",266,1200,1200
2010,"70","2",966,300,300
2010,"70","3",971,210,210
2010,"70","4",149,350,273
2010,"71","1",448,0,0
2010,"71","2",986,400,400
2010,"71","3",515,400,400
2010,"71","4",55,0,0
2010,"711","1",276,0,0
2010,"711","2",625,350,350
2010,"711","3",993,350,350
2010,"711","4",215,175,154
2010,"72","1",88,0,0
2010,"72","2",212,120,28
2010,"72","3",126,120,28
2010,"72","4",32,0,0
2010,"73","1",188,0,0
2010,"73","2",267,100,100
2010,"73","3",175,100,100
2010,"73","4",5,0,0
2010,"74","1",382,500,500
2010,"74","2",653,500,363
2010,"74","3",386,500,363
2010,"74","4",81,150,14
2010,"741","1",51,0,0
2010,"741","2",119,175,59
2010,"741","3",82,175,59
2010,"741","4",26,0,0
2010,"75","1",548,2000,2000
2010,"75","2",411,800,475
2010,"75","3",416,800,475
2010,"75","4",115,210,181
2010,"751","1",222,0,0
2010,"751","2",341,0,0
2010,"751","3",348,0,0
2010,"751","4",61,0,0
2010,"76","1",159,190,190
2010,"76","2",217,250,250
2010,"76","3",268,310,310
2010,"76","4",251,310,310
2010,"77","1",633,0,0
2010,"77","2",1113,500,500
2010,"77","3",720,275,275
2010,"77","4",153,200,192
2010,"771","1",91,0,0
2010,"771","2",255,0,0
2010,"771","3",239,0,0
2010,"771","4",50,0,0
2010,"78","1",463,0,0
2010,"78","2",933,0,0
2010,"78","3",620,0,0
2010,"78","4",102,0,0
2010,"79","1",213,245,201
2010,"79","2",303,355,202
2010,"79","3",264,310,281
2010,"79","4",138,180,13
2010,"8","1",111,0,0
2010,"8","2",383,0,0
2010,"8","3",147,0,0
2010,"8","4",52,0,0
2010,"80","1",473,1000,1000
2010,"80","2",1021,120,120
2010,"80","3",703,130,130
2010,"80","4",183,250,133
2010,"81","1",456,0,0
2010,"81","2",862,140,140
2010,"81","3",584,160,160
2010,"81","4",180,200,55
2010,"82","1",331,400,247
2010,"82","2",390,200,98
2010,"82","3",304,90,90
2010,"82","4",111,115,61
2010,"83","2",300,0,0
2010,"83","3",331,0,0
2010,"84","1",29,0,0
2010,"84","2",93,0,0
2010,"84","3",50,0,0
2010,"84","4",43,0,0
2010,"85","1",75,100,100
2010,"85","2",667,40,40
2010,"85","3",470,40,40
2010,"85","4",99,190,170
2010,"851","1",13,5,5
2010,"851","2",121,5,5
2010,"851","3",90,10,10
2010,"851","4",25,0,0
2010,"86","1",122,150,150
2010,"86","2",529,275,275
2010,"86","3",245,275,275
2010,"86","4",69,90,39
2010,"861","1",18,0,0
2010,"861","2",119,0,0
2010,"861","3",56,0,0
2010,"861","4",36,0,0
2010,"9","1",12,80,18
2010,"9","2",28,160,32
2010,"9","3",15,160,32
2010,"9","4",19,0,0
2011,"1","1",15,15,12
2011,"1","2",53,50,24
2011,"1","3",24,30,24
2011,"1","4",25,40,11
2011,"10","1",16,20,20
2011,"10","2",33,40,40
2011,"10","3",49,60,60
2011,"10","4",96,100,100
2011,"104","1",16,30,10
2011,"104","2",12,85,21
2011,"104","3",6,85,21
2011,"104","4",3,0,0
2011,"11","1",558,6500,6339
2011,"11","2",544,500,170
2011,"11","3",992,800,420
2011,"11","4",921,1920,582
2011,"12","1",1366,0,0
2011,"12","2",1489,2800,1484
2011,"12","3",996,2800,1484
2011,"12","4",336,455,455
2011,"13","1",225,0,0
2011,"13","2",460,400,125
2011,"13","3",413,400,125
2011,"13","4",204,0,0
2011,"131","1",101,0,0
2011,"131","2",315,250,44
2011,"131","3",134,250,44
2011,"131","4",70,60,18
2011,"133","2",9,0,0
2011,"134","2",24,0,0
2011,"134","4",2,0,0
2011,"14","1",188,200,200
2011,"14","2",634,250,250
2011,"14","3",285,250,250
2011,"14","4",70,75,75
2011,"140","1",8,0,0
2011,"140","2",52,0,0
2011,"140","3",31,0,0
2011,"140","4",23,0,0
2011,"141","2",16,0,0
2011,"141","3",3,0,0
2011,"141","4",2,0,0
2011,"142","2",14,0,0
2011,"142","3",25,0,0
2011,"142","4",14,0,0
2011,"15","1",384,450,285
2011,"15","2",1261,1200,629
2011,"15","3",811,1200,629
2011,"15","4",199,150,107
2011,"16","1",241,0,0
2011,"16","2",373,0,0
2011,"16","3",199,160,10
2011,"16","4",88,135,35
2011,"161","1",299,0,0
2011,"161","2",474,0,0
2011,"161","3",477,260,84
2011,"161","4",177,230,91
2011,"17","1",338,0,0
2011,"17","2",393,0,0
2011,"17","3",366,180,48
2011,"17","4",107,150,39
2011,"171","1",307,0,0
2011,"171","2",347,0,0
2011,"171","3",298,160,17
2011,"171","4",95,120,20
2011,"18","1",865,1100,797
2011,"18","2",937,380,342
2011,"18","3",849,480,138
2011,"18","4",831,1150,308
2011,"181","1",126,0,0
2011,"181","2",342,160,64
2011,"181","3",299,200,58
2011,"181","4",315,160,8
2011,"19","1",101,110,110
2011,"19","2",212,490,321
2011,"19","3",143,490,321
2011,"19","4",92,0,0
2011,"191","1",44,50,35
2011,"191","2",147,355,218
2011,"191","3",96,355,218
2011,"191","4",80,0,0
2011,"2","1",81,100,100
2011,"2","2",66,80,80
2011,"2","3",68,100,100
2011,"2","4",78,90,83
2011,"20","1",29,20,20
2011,"20","2",29,30,30
2011,"20","3",33,30,30
2011,"20","4",29,30,30
2011,"201","1",19,25,25
2011,"201","2",52,55,55
2011,"201","3",31,35,35
2011,"201","4",30,45,45
2011,"21","1",397,1000,1000
2011,"21","2",659,755,392
2011,"21","3",462,755,392
2011,"21","4",142,440,413
2011,"211","1",158,0,0
2011,"211","2",560,0,0
2011,"211","3",873,0,0
2011,"211","4",486,0,0
2011,"214","1",64,0,0
2011,"214","2",398,200,94
2011,"214","3",95,200,94
2011,"214","4",45,50,10
2011,"22","1",346,0,0
2011,"22","2",736,650,619
2011,"22","3",904,650,619
2011,"22","4",200,150,14
2011,"23","1",877,0,0
2011,"23","2",1522,0,0
2011,"23","3",999,0,0
2011,"23","4",433,0,0
2011,"231","1",400,0,0
2011,"231","2",360,200,198
2011,"231","3",146,200,198
2011,"231","4",50,60,28
2011,"24","1",1205,0,0
2011,"24","2",1524,0,0
2011,"24","3",456,0,0
2011,"24","4",140,0,0
2011,"25","1",176,0,0
2011,"25","2",579,0,0
2011,"25","3",407,0,0
2011,"25","4",36,40,40
2011,"26","1",188,0,0
2011,"26","2",437,0,0
2011,"26","3",236,0,0
2011,"26","4",63,55,55
2011,"27","1",121,175,93
2011,"27","2",470,250,103
2011,"27","3",263,175,35
2011,"27","4",78,125,13
2011,"28","1",538,800,691
2011,"28","2",767,300,300
2011,"28","3",725,400,363
2011,"28","4",342,700,228
2011,"29","1",18,25,25
2011,"29","2",26,60,60
2011,"29","3",23,60,60
2011,"29","4",7,0,0
2011,"3","1",73,1175,1175
2011,"3","2",445,1000,456
2011,"3","3",867,1000,456
2011,"3","4",315,600,600
2011,"30","1",105,0,0
2011,"30","2",243,0,0
2011,"30","3",326,0,0
2011,"30","4",133,0,0
2011,"301","1",40,0,0
2011,"301","2",284,0,0
2011,"301","3",529,0,0
2011,"301","4",250,0,0
2011,"31","1",31,0,0
2011,"31","2",252,500,62
2011,"31","3",273,500,62
2011,"31","4",116,0,0
2011,"32","1",76,0,0
2011,"32","2",222,250,38
2011,"32","3",139,250,38
2011,"32","4",20,0,0
2011,"33","1",465,0,0
2011,"33","2",1168,1000,376
2011,"33","3",481,1000,376
2011,"33","4",157,115,107
2011,"34","1",252,0,0
2011,"34","2",477,325,140
2011,"34","3",202,325,140
2011,"34","4",36,35,19
2011,"35","1",206,425,337
2011,"35","2",366,245,168
2011,"35","3",226,245,168
2011,"35","4",63,50,46
2011,"36","1",172,0,0
2011,"36","2",816,640,339
2011,"36","3",313,640,339
2011,"36","4",33,50,43
2011,"361","1",41,0,0
2011,"361","2",104,0,0
2011,"361","3",72,0,0
2011,"361","4",11,0,0
2011,"37","1",143,0,0
2011,"37","2",407,0,0
2011,"37","3",367,0,0
2011,"37","4",263,0,0
2011,"371","1",212,240,169
2011,"371","2",188,70,57
2011,"371","3",204,120,20
2011,"371","4",156,205,31
2011,"38","1",65,70,70
2011,"38","2",254,40,40
2011,"38","3",214,40,40
2011,"38","4",31,30,30
2011,"39","1",81,100,100
2011,"39","2",151,220,220
2011,"39","3",84,220,215
2011,"39","4",30,20,20
2011,"391","1",14,60,46
2011,"391","2",19,60,46
2011,"391","3",9,0,0
2011,"391","4",9,0,0
2011,"4","1",523,0,0
2011,"4","2",1128,400,400
2011,"4","3",597,400,400
2011,"4","4",207,250,250
2011,"40","1",65,72,72
2011,"40","2",63,70,70
2011,"40","3",62,70,70
2011,"40","4",57,56,56
2011,"41","1",359,1800,1765
2011,"41","2",296,400,174
2011,"41","3",304,400,174
2011,"41","4",93,400,132
2011,"411","1",53,0,0
2011,"411","2",153,100,28
2011,"411","3",128,100,31
2011,"411","4",49,100,31
2011,"42","1",262,0,0
2011,"42","2",896,500,339
2011,"42","3",715,750,254
2011,"42","4",190,750,254
2011,"421","1",340,0,0
2011,"421","2",1000,900,465
2011,"421","3",421,900,465
2011,"421","4",122,0,0
2011,"43","1",422,500,310
2011,"43","2",971,1170,273
2011,"43","3",627,1170,273
2011,"43","4",383,250,88
2011,"44","1",290,700,554
2011,"44","2",479,440,322
2011,"44","3",424,440,322
2011,"44","4",172,190,100
2011,"441","1",165,0,0
2011,"441","2",425,0,0
2011,"441","3",220,0,0
2011,"441","4",67,0,0
2011,"444","1",178,0,0
2011,"444","2",724,620,297
2011,"444","3",341,620,297
2011,"444","4",156,140,54
2011,"45","1",157,0,0
2011,"45","2",494,315,188
2011,"45","3",192,315,188
2011,"45","4",119,130,89
2011,"46","1",45,55,55
2011,"46","2",134,230,210
2011,"46","3",39,230,210
2011,"46","4",16,0,0
2011,"461","1",16,110,60
2011,"461","2",13,110,60
2011,"461","3",19,0,0
2011,"461","4",5,0,0
2011,"47","1",101,0,0
2011,"47","2",334,445,124
2011,"47","3",217,445,124
2011,"47","4",86,55,48
2011,"471","1",26,0,0
2011,"471","2",70,75,2
2011,"471","3",22,75,2
2011,"471","4",9,50,1
2011,"48","1",64,80,80
2011,"48","2",227,330,330
2011,"48","3",67,330,330
2011,"48","4",70,70,70
2011,"481","1",81,90,90
2011,"481","2",309,560,555
2011,"481","3",155,560,555
2011,"481","4",42,0,0
2011,"49","1",70,80,80
2011,"49","2",231,260,260
2011,"49","3",190,260,260
2011,"49","4",164,120,120
2011,"5","1",143,0,0
2011,"5","2",428,100,100
2011,"5","3",185,100,100
2011,"5","4",24,10,10
2011,"50","1",21,35,35
2011,"50","2",237,645,645
2011,"50","3",264,645,645
2011,"50","4",60,0,0
2011,"500","1",64,70,70
2011,"500","2",329,535,535
2011,"500","3",120,535,535
2011,"500","4",16,0,0
2011,"501","1",29,35,35
2011,"501","2",199,395,395
2011,"501","3",131,395,395
2011,"501","4",17,0,0
2011,"51","1",59,70,66
2011,"51","2",103,200,200
2011,"51","3",41,200,200
2011,"51","4",32,0,0
2011,"511","1",60,70,70
2011,"511","2",541,100,100
2011,"511","3",470,100,100
2011,"511","4",89,110,60
2011,"52","1",202,0,0
2011,"52","2",433,275,160
2011,"52","3",228,225,78
2011,"52","4",35,225,78
2011,"521","1",447,0,0
2011,"521","2",1088,700,329
2011,"521","3",415,700,329
2011,"521","4",140,0,0
2011,"53","1",359,550,428
2011,"53","2",449,140,134
2011,"53","3",249,175,40
2011,"53","4",59,100,26
2011,"54","1",546,585,389
2011,"54","2",603,200,167
2011,"54","3",845,600,419
2011,"54","4",305,375,182
2011,"55","1",588,680,663
2011,"55","2",1166,380,380
2011,"55","3",1005,500,500
2011,"55","4",184,245,151
2011,"551","1",205,220,209
2011,"551","2",719,300,300
2011,"551","3",601,350,243
2011,"551","4",77,120,108
2011,"56","1",80,85,85
2011,"56","2",196,200,200
2011,"56","3",141,160,153
2011,"56","4",66,80,53
2011,"561","1",42,50,50
2011,"561","2",100,115,115
2011,"561","3",74,85,80
2011,"561","4",28,40,29
2011,"57","1",100,160,160
2011,"57","2",93,180,180
2011,"57","3",88,180,180
2011,"57","4",70,160,160
2011,"58","1",75,0,0
2011,"58","2",99,0,0
2011,"58","3",93,0,0
2011,"58","4",81,0,0
2011,"581","1",76,100,100
2011,"581","2",447,235,235
2011,"581","3",455,235,235
2011,"581","4",111,105,25
2011,"59","1",98,110,48
2011,"59","2",202,180,54
2011,"59","3",154,180,54
2011,"59","4",72,80,15
2011,"591","2",68,0,0
2011,"591","3",67,0,0
2011,"6","1",440,2300,1002
2011,"6","2",839,1580,449
2011,"6","3",550,225,101
2011,"6","4",156,190,100
2011,"60","1",33,45,39
2011,"60","2",41,10,10
2011,"60","3",120,20,13
2011,"60","4",41,70,63
2011,"61","1",229,250,250
2011,"61","2",484,800,800
2011,"61","3",228,800,800
2011,"61","4",184,200,200
2011,"62","1",582,695,695
2011,"62","2",1805,375,375
2011,"62","3",1056,375,375
2011,"62","4",95,465,465
2011,"63","1",159,0,0
2011,"63","2",356,150,150
2011,"63","3",196,100,81
2011,"63","4",55,90,33
2011,"64","1",160,600,503
2011,"64","2",205,250,146
2011,"64","3",182,300,102
2011,"64","4",32,375,177
2011,"65","1",398,0,0
2011,"65","2",639,0,0
2011,"65","3",440,0,0
2011,"65","4",107,0,0
2011,"66","1",453,530,530
2011,"66","2",434,505,505
2011,"66","3",364,435,435
2011,"66","4",168,230,216
2011,"67","1",410,455,455
2011,"67","2",453,510,510
2011,"67","3",378,425,425
2011,"67","4",303,335,335
2011,"68","1",194,375,375
2011,"68","2",674,210,210
2011,"68","3",684,230,230
2011,"68","4",171,250,179
2011,"681","1",137,0,0
2011,"681","2",426,160,160
2011,"681","3",384,125,125
2011,"681","4",61,50,28
2011,"69","1",28,75,75
2011,"69","2",85,160,160
2011,"69","3",52,110,110
2011,"69","4",47,100,100
2011,"691","1",6,0,0
2011,"691","2",47,0,0
2011,"691","3",65,0,0
2011,"691","4",15,0,0
2011,"7","1",159,280,280
2011,"7","2",389,1300,932
2011,"7","3",186,1300,932
2011,"7","4",34,0,0
2011,"70","1",331,1200,1200
2011,"70","2",1103,300,300
2011,"70","3",820,210,201
2011,"70","4",152,350,278
2011,"71","1",495,0,0
2011,"71","2",1060,340,340
2011,"71","3",349,340,340
2011,"71","4",38,0,0
2011,"711","1",215,0,0
2011,"711","2",678,300,300
2011,"711","3",810,300,300
2011,"711","4",218,150,150
2011,"72","1",29,0,0
2011,"72","2",129,120,20
2011,"72","3",107,120,20
2011,"72","4",9,0,0
2011,"73","1",136,0,0
2011,"73","2",257,100,100
2011,"73","3",200,100,100
2011,"73","4",7,0,0
2011,"74","1",408,500,500
2011,"74","2",586,300,278
2011,"74","3",203,300,278
2011,"74","4",66,100,30
2011,"741","1",37,0,0
2011,"741","2",93,150,38
2011,"741","3",66,150,38
2011,"741","4",16,0,0
2011,"75","1",402,1500,1500
2011,"75","2",521,650,439
2011,"75","3",385,650,439
2011,"75","4",121,160,160
2011,"751","1",251,0,0
2011,"751","2",350,0,0
2011,"751","3",327,0,0
2011,"751","4",51,0,0
2011,"76","1",152,190,190
2011,"76","2",225,260,260
2011,"76","3",265,310,310
2011,"76","4",242,300,260
2011,"77","1",292,0,0
2011,"77","2",944,125,125
2011,"77","3",726,70,70
2011,"77","4",68,50,50
2011,"771","1",96,0,0
2011,"771","2",143,0,0
2011,"771","3",204,0,0
2011,"771","4",35,0,0
2011,"78","1",365,0,0
2011,"78","2",762,0,0
2011,"78","3",489,0,0
2011,"78","4",29,0,0
2011,"79","1",189,245,117
2011,"79","2",290,355,198
2011,"79","3",218,250,206
2011,"79","4",116,150,21
2011,"8","1",118,0,0
2011,"8","2",385,0,0
2011,"8","3",203,0,0
2011,"8","4",62,0,0
2011,"80","1",472,1000,1000
2011,"80","2",802,215,215
